Time(ms),Position
0,2.5e-06
100,0.0255025
200,0.101002
300,0.226502
400,0.402002
500,0.627502
600,0.903
700,1.203
800,1.503
900,1.803
1000,2.106
1100,2.406
1200,2.706
1300,3.006
1400,3.306
1500,3.606
1600,3.906
1700,4.206
1800,4.506
1900,4.806
2000,5.106
2100,5.409
2200,5.709
2300,6.009
2400,6.309
2500,6.609
2600,6.909
2700,7.209
2800,7.509
2900,7.809
3000,8.112
3100,8.412
3200,8.712
3300,9.012
3400,9.29951
3500,9.53918
3600,9.72885
3700,9.86852
3800,9.95818
3900,9.99785
4000,10
4100,10
4200,10
4300,10
4400,10
4500,10
4600,10
4700,10
4800,10
4900,10
5000,10
5100,10
5200,10
5300,10
5400,10
5500,10
5600,10
5700,10
5800,10
5900,10
6000,10
6100,10
6200,10
6300,10
6400,10
6500,10
6600,10
6700,10
6800,10
6900,10
7000,10
7100,10
7200,10
7300,10
7400,10
7500,10
7600,10
7700,10
7800,10
7900,10
8000,10
8100,10
8200,10
8300,10
8400,10
8500,10
8600,10
8700,10
8800,10
8900,10
9000,10
9100,10
9200,10
9300,10
9400,10
9500,10
9600,10
9700,10
9800,10
9900,10
