Time(ms),Position
0,2.5e-06
100,0.0255025
200,0.101002
300,0.226502
400,0.402002
500,0.627502
600,0.903003
700,1.23201
800,1.60801
900,2.03401
1000,2.51001
1100,3.03601
1200,3.61201
1300,4.24452
1400,4.92102
1500,5.60811
1600,6.24582
1700,6.83353
1800,7.37125
1900,7.86359
2000,8.3008
2100,8.68801
2200,9.02523
2300,9.31244
2400,9.54965
2500,9.73687
2600,9.87408
2700,9.96191
2800,9.99863
2900,10
3000,10
3100,10
3200,10
3300,10
3400,10
3500,10
3600,10
3700,10
3800,10
3900,10
4000,10
4100,10
4200,10
4300,10
4400,10
4500,10
4600,10
4700,10
4800,10
4900,10
5000,10
5100,10
5200,10
5300,10
5400,10
5500,10
5600,10
5700,10
5800,10
5900,10
6000,10
6100,10
6200,10
6300,10
6400,10
6500,10
6600,10
6700,10
6800,10
6900,10
7000,10
7100,10
7200,10
7300,10
7400,10
7500,10
7600,10
7700,10
7800,10
7900,10
8000,10
8100,10
8200,10
8300,10
8400,10
8500,10
8600,10
8700,10
8800,10
8900,10
9000,10
9100,10
9200,10
9300,10
9400,10
9500,10
9600,10
9700,10
9800,10
9900,10
