Time(ms),Position
0,0
100,0.035
200,0.14
300,0.315
400,0.562803
500,0.878503
600,1.26114
700,1.66114
800,2.06114
900,2.46114
1000,2.86114
1100,3.26514
1200,3.66514
1300,4.06514
1400,4.46514
1500,4.86514
1600,5.26514
1700,5.66514
1800,6.06914
1900,6.46914
2000,6.86914
2100,7.26914
2200,7.66914
2300,8.06914
2400,8.47314
2500,8.87309
2600,9.23529
2700,9.52749
2800,9.74969
2900,9.90189
3000,9.98409
3100,10
3200,10
3300,10
3400,10
3500,10
3600,10
3700,10
3800,10
3900,10
4000,10
4100,10
4200,10
4300,10
4400,10
4500,10
4600,10
4700,10
4800,10
4900,10
5000,10
5100,10
5200,10
5300,10
5400,10
5500,10
5600,10
5700,10
5800,10
5900,10
6000,10
6100,10
6200,10
6300,10
6400,10
6500,10
6600,10
6700,10
6800,10
6900,10
7000,10
7100,10
7200,10
7300,10
7400,10
7500,10
7600,10
7700,10
7800,10
7900,10
8000,10
8100,10
8200,10
8300,10
8400,10
8500,10
8600,10
8700,10
8800,10
8900,10
9000,10
9100,10
9200,10
9300,10
9400,10
9500,10
9600,10
9700,10
9800,10
9900,10
