Time(ms),Position
0,4.5e-06
100,0.048672
200,0.189112
300,0.418613
400,0.738113
500,1.14761
600,1.64711
700,2.24296
800,2.91978
900,3.61978
1000,4.31978
1100,5.02678
1200,5.72678
1300,6.42678
1400,7.12678
1500,7.7991
1600,8.38351
1700,8.87793
1800,9.28234
1900,9.59676
2000,9.82296
2100,9.95647
2200,10
2300,10
2400,10
2500,10
2600,10
2700,10
2800,10
2900,10
3000,10
3100,10
3200,10
3300,10
3400,10
3500,10
3600,10
3700,10
3800,10
3900,10
4000,10
4100,10
4200,10
4300,10
4400,10
4500,10
4600,10
4700,10
4800,10
4900,10
5000,10
5100,10
5200,10
5300,10
5400,10
5500,10
5600,10
5700,10
5800,10
5900,10
6000,10
6100,10
6200,10
6300,10
6400,10
6500,10
6600,10
6700,10
6800,10
6900,10
7000,10
7100,10
7200,10
7300,10
7400,10
7500,10
7600,10
7700,10
7800,10
7900,10
8000,10
8100,10
8200,10
8300,10
8400,10
8500,10
8600,10
8700,10
8800,10
8900,10
9000,10
9100,10
9200,10
9300,10
9400,10
9500,10
9600,10
9700,10
9800,10
9900,10
